train_loss,train_acc,test_loss,test_acc
0.15711766481399536,0.9513240394877268,0.06148882582783699,0.9806690705128205
0.06832974404096603,0.9792222518676628,0.07136467099189758,0.9743589743589743
0.061322372406721115,0.9816068569903948,0.04431234672665596,0.9850761217948718
0.05702967941761017,0.9827908217716115,0.052702274173498154,0.9832732371794872
0.05776982009410858,0.9817235859124867,0.0456458255648613,0.9855769230769231
